email,name,phone,physicalAddress,postalAddress,url
juliet.mokoto@education.nt.gov.au,Bonya School,(08) 8956 6352,"Community ID 26, Orrtipa-Thurra (Bonya), NT","PMB 69, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=bonyahlc
berrysprings.primary@education.nt.gov.au,Berry Springs Primary School,(08) 8988 6006,"1150 Cox Peninsula Rd, Berry Springs, 0838, NT","PO Box 135, Berry Springs, 0838, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=berrysch
,Berry Springs Pre School,(08) 8988 6006,"1150 Cox Peninsula Rd, Berry Springs, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=berryspringspreschool
natasha.koroi@education.nt.gov.au,Belyuen School,(08) 8978 5085,"N/A, Belyuen, NT","PMB 2, GPO Darwin, 0801, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=belyusch
bees.creek@education.nt.gov.au,Bees Creek Primary School,(08) 8983 3222,"20 Sattler Cres, Freds Pass, NT","PO Box 1500, Coolalinga, 0839, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=beescsch
,Bees Creek Pre School,(08) 8983 3222,"20 Sattler Cres, Freds Pass, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=beescreekpreschool
,Batchelor Pre School,(08) 8976 0077,"71 Kirra Cres, Batchelor, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=batchelorpreschool
office.barunga@education.nt.gov.au,Barunga School,(08) 8975 4502,"N/A, Barunga  (Bamyili), NT","PMB 117, via Katherine, 0851, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=baruncec
batchelor.as@education.nt.gov.au,Batchelor Area School,(08) 8976 0077,"71 Kirra Cres, Batchelor, 0845, NT","c/-, Batchelor Post Office, 0845, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=batchas
,Alyangula Pre School,(08) 8987 6366,"Cnr Flinders St & Ayawarra Cr, Alyangula, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alyangulapreschool
gavin.khan@education.nt.gov.au,Alpurrurulam School,(07) 4748 4887,"N/A, Alpurrurulam (Lake Nash), NT","PMB 46, Mt Isa, 4825, QLD",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alpursch
alyangula.admin@education.nt.gov.au,Alyangula Area School,(08) 8987 6366,"Cnr Flinders St & Ayawarra Cr, Alyangula, NT","PMB 3, Alyangula, Groote Eylandt, 0885, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alyanas
accounts@alicesteiner.nt.edu.au,Alice Springs Steiner School,(08) 8952 3897,"Lot 9523 Ragonesi Rd, Alice Springs, 0870, NT","PO Box 2736, Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=aspstsch
admin.aslc@education.nt.gov.au,Alice Springs Language Centre,(08) 895 52366,"Milner Road, Alice SPrings, 0870, NT","PO Box 9045, Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=ntsolasp
assoa@assoa.nt.edu.au,Alice Springs School Of The Air,(08) 8951 6800,"80 Head St, Alice Springs, 0870, NT","PO Box 1220, Alice Springs, 0871, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alicesoa
admin.alekacec@education.nt.gov.au,Alekarenge School,(08) 8964 1957,"N/A, Ali Curung (Warrabri), NT","LMB 161, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alekacec
janet.purje@education.nt.gov.au,Alcoota School,(08) 8956 9977,"N/A, Engawala (Alcoota Stn), NT","PMB 129, via Alice Springs, 0872, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alcoosch
alawa.school@education.nt.gov.au,Alawa Primary School,(08) 899 77666,"27 Pett Street, Alawa, 0810, NT","PO Box 40446, Casuarina, 0811, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alawasch
,Alawa Pre School,(08) 899 77666,"27 Pett St, Alawa, NT",", , , ",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=alawapreschool
adelaideriver.ps@education.nt.gov.au,Adelaide River School,(08) 8976 7034,"31 Memorial Tce, Adelaide River, 0846, NT","C/- Post Office, Adelaide River, 0846, NT",https://directory.ntschools.net/api/System/GetSchool?itSchoolCode=adelasch
